"version_number","configuration_id","report_date","aws_account_number","aws_region","storage_class","record_type","record_value","bucket_name","metric_name","metric_value"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","VersioningEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","MFADeleteEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","SSEKMSEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","ObjectOwnershipBucketOwnerEnforcedBucketCount","1"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","ObjectOwnershipBucketOwnerPreferredBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","ObjectOwnershipObjectWriterBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","TransferAccelerationEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","EventNotificationEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","TransitionLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","ExpirationLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","NoncurrentVersionTransitionLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","NoncurrentVersionExpirationLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","AbortIncompleteMPULifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","ExpiredObjectDeleteMarkerLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","BUCKET","","product-media-1729614235054","TotalLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","StorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ReplicatedStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ReplicatedObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","EncryptedStorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","EncryptedObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","DeleteMarkerObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ObjectLockEnabledStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ObjectLockEnabledObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","CurrentVersionStorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","CurrentVersionObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","NonCurrentVersionStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","NonCurrentVersionObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","IncompleteMultipartUploadStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","IncompleteMultipartUploadObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","DeleteMarkerStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ReplicatedStorageBytesSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ReplicatedObjectCountSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","IncompleteMPUStorageBytesOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","IncompleteMPUObjectCountOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","AllRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","GetRequests","10"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","PutRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","DeleteRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ListRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","HeadRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","SelectRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","SelectScannedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","SelectReturnedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","BytesDownloaded","22321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","BytesUploaded","22321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","4xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","5xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","400BadRequestErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","403ForbiddenErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","404NotFoundErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","500InternalServerErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","503ServiceUnavailableErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","200OKStatusCount","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","206PartialContentStatusCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","PostRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","AllRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","GetRequests","13"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","PutRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","DeleteRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ListRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","HeadRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","SelectRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","SelectScannedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","SelectReturnedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","BytesDownloaded","12321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","BytesUploaded","22321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","4xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","5xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","400BadRequestErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","403ForbiddenErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","404NotFoundErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","500InternalServerErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","503ServiceUnavailableErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","200OKStatusCount","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","206PartialContentStatusCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","PostRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","AllRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","GetRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","PutRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","DeleteRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","ListRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","HeadRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","PostRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","SelectRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","SelectScannedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","SelectReturnedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","BytesDownloaded","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","BytesUploaded","22321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","4xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","5xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","400BadRequestErrorCount","0"
