"version_number","configuration_id","report_date","aws_account_number","aws_region","storage_class","record_type","record_value","bucket_name","metric_name","metric_value"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","403ForbiddenErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","404NotFoundErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","500InternalServerErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","503ServiceUnavailableErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","200OKStatusCount","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","BUCKET","","product-media-1729614235054","206PartialContentStatusCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","AllRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","GetRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","PutRequests","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","DeleteRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ListRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","HeadRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","PostRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","SelectRequests","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","SelectScannedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","SelectReturnedBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","BytesDownloaded","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","BytesUploaded","22321"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","4xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","5xxErrors","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","400BadRequestErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","403ForbiddenErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","404NotFoundErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","500InternalServerErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","503ServiceUnavailableErrorCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","200OKStatusCount","2"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","206PartialContentStatusCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","VersioningEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","MFADeleteEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","SSEKMSEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","ObjectOwnershipBucketOwnerEnforcedBucketCount","1"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","ObjectOwnershipBucketOwnerPreferredBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","ObjectOwnershipObjectWriterBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","TransferAccelerationEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","EventNotificationEnabledBucketCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","TransitionLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","ExpirationLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","NoncurrentVersionTransitionLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","NoncurrentVersionExpirationLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","AbortIncompleteMPULifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","ExpiredObjectDeleteMarkerLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","","ACCOUNT","","","TotalLifecycleRuleCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","StorageBytes","2176168"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ObjectCount","80"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ReplicatedStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ReplicatedObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","EncryptedStorageBytes","2176168"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","EncryptedObjectCount","80"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","DeleteMarkerObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ObjectLockEnabledStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ObjectLockEnabledObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","CurrentVersionStorageBytes","2176168"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","CurrentVersionObjectCount","80"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","NonCurrentVersionStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","NonCurrentVersionObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","IncompleteMultipartUploadStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","IncompleteMultipartUploadObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","DeleteMarkerStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ReplicatedStorageBytesSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","ReplicatedObjectCountSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","IncompleteMPUStorageBytesOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","f253d737-cec0-448b-9f68-09dfbdf15583","product-media-1729614235054","IncompleteMPUObjectCountOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","StorageBytes","852268"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ObjectCount","78"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ReplicatedStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ReplicatedObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","EncryptedStorageBytes","852268"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","EncryptedObjectCount","78"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","DeleteMarkerObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ObjectLockEnabledStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ObjectLockEnabledObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","CurrentVersionStorageBytes","852268"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","CurrentVersionObjectCount","78"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","NonCurrentVersionStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","NonCurrentVersionObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","IncompleteMultipartUploadStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","IncompleteMultipartUploadObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","DeleteMarkerStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ReplicatedStorageBytesSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","ReplicatedObjectCountSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","IncompleteMPUStorageBytesOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","PREFIX","4164bbe6-029d-4437-ad2a-ddfaf59a11e8","product-media-1729614235054","IncompleteMPUObjectCountOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","StorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ReplicatedStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ReplicatedObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","EncryptedStorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","EncryptedObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","DeleteMarkerObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ObjectLockEnabledStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ObjectLockEnabledObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","CurrentVersionStorageBytes","2222811"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","CurrentVersionObjectCount","87"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","NonCurrentVersionStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","NonCurrentVersionObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","IncompleteMultipartUploadStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","IncompleteMultipartUploadObjectCount","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","DeleteMarkerStorageBytes","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ReplicatedStorageBytesSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","ReplicatedObjectCountSource","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","IncompleteMPUStorageBytesOlderThan7Days","0"
"V_1","saas-cost-attribution","2024-10-21","########","us-west-2","STANDARD","ACCOUNT","","","IncompleteMPUObjectCountOlderThan7Days","0"
